brand_encoded_scaled,category_encoded_scaled,log_reviews_scaled,log_wishlist_scaled,log_price_scaled,wishlist_review_ratio_scaled,popularity_score_scaled,average_rating_scaled,product_name,brand_name,default_category,average_rating,total_reviews,total_in_wishlist,price_numeric
-1.534410140178063,-1.645854655036943,0.5074870728191025,0.28643065486247254,-0.903137150982307,-0.7646670735769733,-0.2687847155472768,-0.8465433729292311,French Linen,Careso,Body Care,4.421245421245421,89,331,54000
-1.534410140178063,-1.1586259739741822,-0.7738118060379683,-1.2242350212515414,-0.674640200090977,-0.9218144548750515,-1.6644206427891108,-0.9717728842827421,Fruity Discovery Set - 5 x 5ml,Careso,Eau De Parfum,4.388888888888889,6,22,66000
-1.534410140178063,-1.645854655036943,-0.7738118060379683,-0.23121785982484871,-0.903137150982307,1.0926564270469015,-0.9395517805362299,-0.6134117039943819,Fairydust,Careso,Body Care,4.481481481481482,6,132,54000
-1.534410140178063,-0.25377270914334077,-0.6477266204171266,-0.5863961333994621,-0.3470651465914974,0.43981864123886116,-0.5288821094574896,0.0629950237998966,Body Lotion - French Linen,Careso,Face Serum,4.65625,8,70,88000
-1.534410140178063,-0.25377270914334077,-0.09654961363092178,-0.40402372352610466,-0.3470651465914974,-0.7896925220329482,0.11845994461130355,0.4603919755125237,Secret Garden Body Lotion,Careso,Face Serum,4.758928571428571,26,97,88000
-1.534410140178063,-0.25377270914334077,-0.7068187147919153,-0.602564905528729,-0.3470651465914974,0.6519909216264743,-1.7561054334041353,-1.509314654715284,Spring in New York Body Lotion,Careso,Face Serum,4.25,7,68,88000
-1.534410140178063,-1.645854655036943,0.9868699667230741,0.7791257324699982,-0.903137150982307,-0.8507914430124186,0.3633039173141924,-0.6109823929448576,Jasmine Blossom,Careso,Body Care,4.482109161656294,233,792,54000
-1.534410140178063,-0.25377270914334077,0.033647914132387095,0.05613785805016667,-0.3470651465914974,0.001484699339176922,0.4691769138800156,0.5640607455245141,Body Lotion - French Vanilla,Careso,Face Serum,4.785714285714286,34,220,88000
-1.534410140178063,-0.25377270914334077,-0.11548404684933575,-0.3925916473282107,-0.3470651465914974,-0.726501172252811,-0.024363284849794026,0.2769779977990011,Body Lotion - Jasmine Blossoms,Careso,Face Serum,4.711538461538461,25,99,88000
-1.534410140178063,-1.645854655036943,0.2125927794170481,-0.6363581408045191,-0.903137150982307,-1.4690790444638486,-0.9569090640859571,-1.0131222512390947,Saint Tropez,Careso,Body Care,4.378205128205128,49,64,54000
-1.534410140178063,-1.645854655036943,0.5989583325008259,0.4758549079323507,-0.903137150982307,-0.5856807139679355,-0.1268556833090354,-0.8309290159807128,Secret Garden,Careso,Body Care,4.4252798252798256,107,463,54000
-1.534410140178063,-1.645854655036943,-1.1989036272033318,-0.5118320465795675,-0.903137150982307,1.0926564270469015,-1.1183091292103564,-0.41272944303290204,Candy Crush,Careso,Body Care,4.533333333333333,2,80,54000
-1.534410140178063,0.859892847571541,-0.7068187147919153,-0.3234325357264605,0.5233506494881137,1.0926564270469015,-0.5042597955796687,-0.025699368321474382,Joy EDT 100ml,Careso,Eau De Toilette,4.633333333333333,7,112,189000
-1.534410140178063,0.859892847571541,-0.7738118060379683,0.05613785805016667,0.5233506494881137,1.0926564270469015,-0.808387219779267,-0.6134117039943819,Allure EDT 100ml,Careso,Eau De Toilette,4.481481481481482,6,220,189000
-1.534410140178063,0.859892847571541,-0.5948669407533071,-0.6277187588640087,-1.0372523345330456,0.06443691439923799,-1.714186366537138,-1.509314654715284,Three EDT 5ml,Careso,Eau De Toilette,4.25,9,65,48000
-1.534410140178063,0.859892847571541,-0.060698441855416015,-2.9985125094708165,-1.0372523345330456,-1.8451136090892801,-1.8082201852172946,-0.5417394679367113,Clean EDT 5ml,Careso,Eau De Toilette,4.5,28,-39,48000
-1.534410140178063,0.859892847571541,-0.6477266204171266,-0.1301791634071148,0.795372089810365,1.0926564270469015,-0.9011907178544558,-0.7030019990664745,Discovery Set - 5 Mini Size x 5ml,Careso,Eau De Toilette,4.458333333333333,8,158,240000
-1.534410140178063,0.859892847571541,-0.8511496541374579,-2.9985125094708165,-1.0372523345330456,-1.8451136090892801,-3.5296955985447687,-2.315627310364093,Joy EDT 5ml,Careso,Eau De Toilette,4.041666666666667,5,-101,48000
-1.534410140178063,0.859892847571541,-0.7738118060379683,-0.5478868205078712,-1.0372523345330456,1.0926564270469015,-1.627301624337279,-1.3301340645711022,Brave EDT 5ml,Careso,Eau De Toilette,4.296296296296297,6,75,48000
-1.534410140178063,-1.645854655036943,-1.1989036272033318,-2.9985125094708165,-0.903137150982307,-1.8451136090892801,-1.4711480435673414,0.6193507561975752,Sakura Blossom,Careso,Body Care,4.8,2,-127,54000
-1.534410140178063,0.859892847571541,-0.5033956810715841,-0.3703978802128885,-1.0372523345330456,0.676472338594276,-0.819772873468412,-0.5417394679367113,Allure EDT 5ml,Careso,Eau De Toilette,4.5,11,103,48000
0.5325905251210027,-1.1586259739741822,0.35188143579336884,0.8977806938125026,0.9668265374248959,1.0926564270469015,-0.02018457197257157,-0.7887910540885383,Black Dahlia,Carlandclaire,Eau De Parfum,4.4361673414305,65,977,279000
0.5325905251210027,-1.1586259739741822,0.18154970792877131,0.7848057653589534,0.9668265374248959,1.0926564270469015,-0.8074910389198909,-1.6523475084129848,Delicate Embrace,Carlandclaire,Eau De Parfum,4.21304347826087,46,800,279000
0.5325905251210027,-1.1586259739741822,0.08793898687099527,0.7330585105627917,0.9668265374248959,1.0926564270469015,0.4394146989795717,0.08294065265015517,Song of The Youth,Carlandclaire,Eau De Parfum,4.661403508771929,38,730,279000
0.5325905251210027,-1.1586259739741822,0.033647914132387095,0.6325143248165298,0.9668265374248959,1.0926564270469015,0.01443849468184617,-0.3830640362368384,Dancing with My Shadow,Carlandclaire,Eau De Parfum,4.540998217468806,34,611,279000
